# 2026/06/13 - 13:35 | PDB: 24.26 | UniProt: 2026.02
SP_PRIMARY	PDB
A0A097H115	9csz;9ct1
A0A097HUV1	9mwz;9mxc
A0A097I1R9	9cvt
A0A097I2B5	7n8n;7lv8
A0A097I2D0	7n8n;9cvt
A0A097J792	5x33
A0A097J809	7kwa;6ni3;6e67
A0A097NU67	7xpn
A0A097NZ77	8pag
A0A097P1P8	6vvg
A0A097P6E1	6kv2
A0A097PBL3	7dr2
A0A097PF39	4o5n
A0A097PHH8	5v2a;6fyu
A0A097PIE2	5k5m
A0A097PIK3	6bwx
A0A097PIM0	9cv9;9cv0;9cuz;9cws
A0A097PUG4	6e4z;6mv5;6e4y
A0A097R5T5	8r4h
A0A097ZPD5	7wpy;5zm4;5zm2;5zm3
A0A098BU97	7wbc
A0A098DND1	6yjo
A0A098SKQ8	6jf4;6jf5
A0A099I6D2	9fj2
A0A0A0BZU2	6qzo
A0A0A0EFB9	9mup;9mua
A0A0A0L4Q9	6wqj
A0A0A0MQB7	9g2h;9g2f;9g42;9g41
A0A0A0MRG9	9g3z;9g3y;9qvm
A0A0A0MTC1	9jw1
A0A0A0MTR7	9jwg
A0A0A0N2P0	8jzf;8jze
A0A0A0N2S9	8jzf;8jze
A0A0A0NH71	6p2o
A0A0A0NSZ7	6l39;6l3a
A0A0A0Q2K8	8z6p;8jcs;8z78
A0A0A0Q7F6	9uuf;9v0o
A0A0A0Q7Z8	6lc7;6lc9;6lc8
A0A0A0QA66	4rvp
A0A0A0R5X6	4rg8
A0A0A0RCB5	6a2d;6a2a;6a2c
A0A0A0RDR2	7e6w;6a1d;6k16;6a1i;6o9p;6a1e;6a3x;6o9q;7e9r
A0A0A0U7Z7	6djy
A0A0A0U955	6djy
A0A0A0UEE5	6djy
A0A0A0US36	9vim
A0A0A0UVH9	6omq;6omp;6omr
A0A0A0UVL0	5f1p
A0A0A0V023	5unc
A0A0A0V031	5upt;5e7q;5upq;5ups
A0A0A0V2B6	2ndn
A0A0A0V633	5fzx
A0A0A0V662	5fzv
A0A0A0VBR5	5fzw
A0A0A0VBX4	4x9z
A0A0A0VDJ9	5epd
A0A0A0WDC6	6ket
A0A0A0Y4H8	4usc
A0A0A0YMQ9	5ah0
A0A0A1A394	7qvr
A0A0A1C723	9nib
A0A0A1E3R5	7ypf;7ype
A0A0A1EQY0	8ivj;6d4b;5dna;9ka8;6d4c;5dn9;8hty;8iq7
A0A0A1GYE8	7ju4;8glv
A0A0A1H1F6	7ju4;8glv
A0A0A1HA03	7cyw;6llw;6llg;6llz
A0A0A1I7H6	6ati;6atf;6atz
A0A0A1NDE2	5xxa
A0A0A2ACP7	6rau;6rar;6rce;6ras
A0A0A2J6G6	9aza;9azb;8dl5
A0A0A2JK86	8x9c;9kqw
A0A0A2K0J0	7ztf;7ztj;7zvh;9fqg;9fqf;7zw2;7zut
A0A0A2N3A3	8il8;8iqa
A0A0A2XCD7	8g3h
A0A0A3XYM8	7kym
A0A0A5P8W7	6egr;5e4z;6s0c;5k30;5m3z;5d5s
A0A0A6YVN3	3wvr;3wvq
A0A0A6YVN5	3wyd
A0A0A6YVN8	4q7i
A0A0A6YX08	4n0c;4n5e;4mxq;4mvb
A0A0A6YYA8	9qto
A0A0A6ZDN8	8zom;8zno
A0A0A6ZFY4	9ksv;8jzq;8k09;9ksz;9kt0;8k08
A0A0A7CJV4	5o02;5f4m
A0A0A7CK57	6ky3;7vcj;6ky2
A0A0A7DJ81	6hxx
A0A0A7E4R0	7dkj
A0A0A7E6A4	9uo0
A0A0A7EFB5	9lu2
A0A0A7EMW6	6n3r;6n44
A0A0A7EQR3	6rtv;6ru2;6ru1;6rv9;6rv8;6rv7
A0A0A7GDU7	8yv4;8yv5
A0A0A7GEY4	5jfq
A0A0A7GJ30	5cm0;5e25
A0A0A7HF73	6fjw
A0A0A7HF79	9no4;9nq7
A0A0A7HFE1	6nud;9no4;9nq7;6nue
A0A0A7HFE6	8pe3;8pcw
A0A0A7HGA1	6nud;6nue
A0A0A7HIF0	6nue;6nud
A0A0A7HIX1	6nue;6nud
A0A0A7HR51	6ty1;6tjw;6tva;6tvc;6twh;6tvt;6tvs;6twv;6tjy;6tvb;6twi;6tvd;6txo;6tvf;6tws;6tvr
A0A0A7I0A5	6jkp;6jko
A0A0A7I3C6	6xcj;6vy2
A0A0A7I435	6jix
A0A0A7KVG3	8qb1;8ehe
A0A0A7LTX5	8qty
A0A0A7M685	5ldu
A0A0A7MCY3	7yg2
A0A0A7RQX5	9bcy
A0A0A7RSH9	8hqz
A0A0A7RSI5	8hrg;8hqz
A0A0A7RSL1	8hqz
A0A0A7RSL6	8hqz
A0A0A7RSM1	8hqk;8ho3
A0A0A7RSN8	8hre
A0A0A7RSP7	8hqo
A0A0A7RUJ8	8hqz
A0A0A7RUL5	8hqo
A0A0A7RVH8	9lw9
A0A0A7RVK3	9lw9
A0A0A7RVP8	9lwa
A0A0A7RZ88	8hqz
A0A0A7RZ92	8hqo;8hqz
A0A0A7RZ97	8hqo
A0A0A7S0J1	7vcp;7vco
A0A0A7SZD7	7q34
A0A0A7X639	9b18;9b19;9b1b;9pi8;9b1a
A0A0A7XPH7	6ki8;6ki7;6k27;6k21
A0A0A7Y424	7vqj
A0A0A8IBJ8	5b5l;5b5s
A0A0A8IK66	3woc;3wob
A0A0A8J8T2	9k4a;9k4b
A0A0A8R8E6	6eu8
A0A0A8UKD4	6wqb;6wqc
A0A0A8WFG6	9g8s
A0A0A8WFP6	3pl6
A0A0A8WHU0	9jzo
A0A0A8WIZ7	9g8s
A0A0B0D9P4	8vwk
A0A0B0EGF3	7y85;7y84;8gna;7y8t;8d9i;7y8y;8d9g;8d9h;7xsp;7y80;7x7a;7x8a;7xc7;7y83;7xsq;7xss;8d8n;7y82;7xt4;8d97;8d9e;7xso;8d9f;7x7r;7y81;7xsr
A0A0B0EHL2	8ayc;8ayi;8ayb;7qv0
A0A0B0EKL4	7xt4;7x8a;8d9g;7y8y;7xss;8gu6;8d9f;7y8t;7xc7;7y84;7y83;8d9h;7xsr;7xsq;7y85
A0A0B0EN18	7qv0
A0A0B0IKH9	6qu0
A0A0B0QJN8	7ae2;7ae9
A0A0B0QJR1	7ae2;7ae8;7ae6;7ae9
A0A0B0SG80	7omw;7on0;7omv;7omz;7omx;7omy
A0A0B0W5A7	5t86
A0A0B2E3F3	9lww;9lt6;9lt5;9lt8;9lt7;7e1q
A0A0B2EID0	7xfp
A0A0B3C4T8	8gxf
A0A0B3WH85	6wmt;6wmr
A0A0B4J184	2mix
A0A0B4J185	3wnv
A0A0B4J186	4o98
A0A0B4J187	4rnl
A0A0B4J1J9	4y4h;4zak;4y16;6miy;8t4z;6mja;6mjj;6miv;6mj4;6mj6;6mji;6mjq;5vcj;4y2d;4y4k;4y4f
A0A0B4J1L0	4jgj
A0A0B4J1U3	6mid
A0A0B4J1U4	8jbv;8jcb;8wxe
A0A0B4J1U6	6avg
A0A0B4J1V1	6apd
A0A0B4J200	7ndt
A0A0B4J240	6v80
A0A0B4J268	7ndu;6at6;6avg;6avf;7ndq
A0A0B4J271	4wwk;5c0c;6jxr;5c0a;5c0b;7fjf;5c09;7fje;7fjd;5c08;5c07;5hyj
A0A0B4J272	6cqr;6cqq;6cph;6cql;6cqn
A0A0B4J274	5ks9;5ksb;5ksa
A0A0B4J276	9wbd
A0A0B4J277	5men;4udu;5fk9;6r2l;5fka;4udt
A0A0B4J279	2bnu;2bnq;6q3s;2bnr;4ww2;5bs0;4ww1;5eu6;5brz
A0A0B4J2E0	5c08;5c0b;5c07;5c09;5hyj;5c0a;5c0c
A0A0B4J2H0	5c2b;5cbe;5c6w;5cba;5wkz
A0A0B4JDC9	4z88;4z8a;6q9m;4z89
A0A0B4JDK1	2n2z
A0A0B4K6E2	3e9t;3ead
A0A0B4KE69	9riq;9rir
A0A0B4KFZ9	9b1e
A0A0B4KG38	8rmj;6qp8
A0A0B4KG50	9qgi;9qgr;9qgg
A0A0B4KGY5	5fu7
A0A0B4KHI4	6es4
A0A0B4KIF6	5fhp;5fgl
A0A0B4L3F2	5u4w
A0A0B4LHJ5	6p07
A0A0B4MVN6	3epd
A0A0B4N0B9	7z4b;7z4a;7z4f;7z47
A0A0B4N0C1	7z47;7z4b;7z4a;7z4f
A0A0B4N0V0	7z4b
A0A0B4N1Q7	7z4a;7z48;7z45;7z4b;7z49;7z46
A0A0B4N229	7z4f;7z44;7z4b;7z4a
A0A0B4N231	7z4f;7z4a;7z4b;7z47
A0A0B4N235	7z4b;7z47;7z4f
A0A0B4N5Z5	5hum
A0A0B4N716	9nqz
A0A0B4N7I3	7sbx;7sbv;7sb4;7sb3;7sbw;7sb5;7sby
A0A0B4ND47	7bwf
A0A0B4SHY9	4uta;4ut6;5n09;4utc;5n0a;4utb
A0A0B4U5I0	7qqb
A0A0B4U8I5	5e9a
A0A0B4UV34	9bu8;9bu6
A0A0B4VFQ3	8bbt;8bcl;8bc5;8bck
A0A0B4WYC6	6cvw;6cvx;7l7n;5eqs;7mmh;6pix;7l7p;6pj0;6cvy;5esb;6pj2;6diw;5eqr;7mm2;7d5l;6diu;6piz;6dir;7mm6;7mm8;7mm7;7mmf;6piw;7mmi;6piv;6piy;6piu;6pj1;6diq;7mm5;6dis;7mmj;6dit;6div;7l7l
A0A0B4ZU19	9rir;9riq
A0A0B4ZV78	8jno;8joo;8jua;8jnc
A0A0B4ZYM1	5o4u
A0A0B5A886	9jqu;8wsu;21ao;7x6w;9jqv
A0A0B5A8Q2	6veq;5jyq
A0A0B5AC95	5jyq;6veq
A0A0B5CSU4	7elh
A0A0B5CYZ3	8cz5
A0A0B5EHP8	8ia1
A0A0B5GKA5	9k7v
A0A0B5GUD2	6p4u;6ozv;6p3i;6oyf
A0A0B5GUS3	5fx0;5fwz
A0A0B5H0S3	6p1j
A0A0B5KBT7	4q3l
A0A0B5KGV8	4q3k
A0A0B5KNF6	4q3m
A0A0B5KUB4	4q3n
A0A0B5KXW6	7y5m
A0A0B5KY46	9uoc;9uoi
A0A0B5KZH3	9msd
A0A0B5L781	8xtf;8xtg;8xte
A0A0B5LB55	7dbl;7dbi
A0A0B5RNJ4	6kbw
A0A0B5RUB0	8zw8;8zxp;8zxk
A0A0B6A6A8	8c9f;8c9g;8c9e
A0A0B6AAV2	7r1c
A0A0B6AVD3	8c8v;8c9d;8c8w;8c8u
A0A0B6CT24	6wmt;6wmr
A0A0B6VJB4	6shl
A0A0B6VPP7	5x5g;5gwa;5gs8
A0A0B6VQW0	3epd
A0A0B6XLA1	4yjj
A0A0B6XLG9	4yjj
A0A0B7GH17	9li4
A0A0B7GIC8	6txt
A0A0B7GNW3	7o5y
A0A0B7GP99	7b7p;7ba2
A0A0B7GRV8	7oa7
A0A0B7GU52	6i2o;8pfb
A0A0B7LH44	5f9t
A0A0B7LTC5	8wgo
A0A0B7P9G0	8ct8
A0A0B8MZ29	8idp;8idq
A0A0B8QZ66	6vgs
A0A0B8R2U7	4tkr
A0A0B8RFI6	5sxo
A0A0B8RVL1	9hvo;9hvq;9eh2;9qeq;9egy;7b0y;9eh0;9hwg;7ozo;8qep;9egx;9fyx;7pks;9j0p;9egz;9g0a;9j0n;7ozn;9eh1;8qeq;7ozp;9bz0;9j0o
A0A0B8ZWE6	5xm4
A0A0B9X4I2	7rit;7met
A0A0B9X9I7	6eus
A0A0C0C2K2	6d0p
A0A0C1EFK1	9qbx
A0A0C1F4U8	7pzj
A0A0C1MLE8	7rf9;7n79;7rgb
A0A0C1ZR44	8g53
A0A0C2CV93	8x8f
A0A0C2DGE5	8g52
A0A0C2JEQ8	2mw3
A0A0C2W699	7wm6;7wm5
A0A0C2W6A5	6l2m;6l2l
A0A0C2W9F0	4za6
A0A0C2ZKK6	7e3t
A0A0C3A3T0	6qe6
A0A0C3GZC9	7mfm
A0A0C3K8Q6	6fh4
A0A0C3QM78	9h04;9h08;9h06;9h05;9h09;9h07
A0A0C4BJ86	8r6f
A0A0C4BK99	8ipb;8ipa;8ip8
A0A0C4DGY3	6xt9
A0A0C4DH27	7lli
A0A0C4DH28	7rym;7ryo;7ryn;7ryl
A0A0C4DH41	7czw;7d03
A0A0C4DI32	5od4
A0A0C4KUT2	6x1l
A0A0C4MX98	9nry;9nrz;9nrx;7n1i;7n1h
A0A0C4PNF2	24su
A0A0C4URS3	6hxz
A0A0C4WKK2	8jaz;8ja4;8ja6;8xfq;8xfr
A0A0C4WVM3	5hun
A0A0C4WXC5	5huk
A0A0C4X0C0	5huf
A0A0C4ZKA8	5nht
A0A0C4ZYE2	6d7c
A0A0C5AQI9	6j66
A0A0C5AWF6	6aku;7bzt;7c4t;7c4z;6aks;6akt;7c4y;7bzn;7c4w;7bzu;7bzo
A0A0C5AZ80	6aks;6akt;6aku
A0A0C5B022	8iqc;8iqh;8iqd;8iqb;8iqi
A0A0C5BL75	5hug
A0A0C5DR25	5o98
A0A0C5EQ24	9ik0
A0A0C5GSQ2	9m0e
A0A0C5GWS2	6jhh;6jfj;6jeq;6jfx;6jhi;6jhg;6jhf
A0A0C5JYT4	8dvd
A0A0C5K362	5wsz
A0A0C5PVE3	6f7k;6f7d
A0A0C5VFC0	6lwu;6x2q
A0A0C5VQJ2	8odw
A0A0C5WDX4	8xuk
A0A0C5XKJ0	6d0h;6d0i
A0A0C5XL88	6d0h;6d0i
A0A0C6DRW4	3x0y;3x0x
A0A0C7CQY7	8b43
A0A0C7T6S7	9pf9
A0A0C9J8Z9	7xnj
A0A0C9MKT2	6sjt
A0A0C9S461	8fk6;8fk8;8fj3;7scv;8fj0;7scu;7scs;8skk;7sct;8fj2
A0A0D1DQH0	5mm4;5mm7
A0A0D1DWQ2	6ti2;6fpg;6fpf
A0A0D1DWT4	8rl0
A0A0D1DWZ5	8s6o;8s6n;7pze
A0A0D1E015	8s6u
A0A0D1E4Q7	8a14
A0A0D1E6R1	9h9s
A0A0D1H2J5	7nhl
A0A0D1ICH8	9t4r
A0A0D1IHL7	5z7h;5zzo
A0A0D1IHY2	7p48
A0A0D1JHQ1	7ym1;5xgt;8gw5
A0A0D1JMX2	7p48
A0A0D1JTN2	7nhm;7nhl;8p2f
A0A0D1KRA1	8pqm
A0A0D1M7L2	5m8e
A0A0D1MA58	5ieb
A0A0D1XFW6	6snl
A0A0D2C5V9	6fte
A0A0D2H023	5xwz
A0A0D2ILK1	5xo6;5xo7;5xo8;5z5j;5z97;5z7j
A0A0D2UG83	7ny7;7ny6
A0A0D2ZPP3	9k15;8hil;9k11;9k19;9k17;9k16;8him;9k13;9k18;9k14;9k12
A0A0D2ZRI2	9evs
A0A0D3A2V4	9evs
A0A0D3A3G6	9evs
A0A0D3A7P5	9k17;9k14;9k12;9k16;9k13;9k18;9k19;9k11;9k15
A0A0D3AAT3	9k16;8hil;9k19;9k17;9k15;9k14;9k11;9k13;9k12;8him;9k18
A0A0D3ACV4	9evs
A0A0D3AL50	9evs
A0A0D3ALM2	9gyt;9evt;9evs
A0A0D3AS28	9evt;9gyt;9evs
A0A0D3AUD0	9evs
A0A0D3AW14	9evt;9gyt
A0A0D3B0P2	9gyt;9evs
A0A0D3B184	9gyt
A0A0D3B1V6	9evs
A0A0D3B225	9evs
A0A0D3B5Z0	9k17;9k19;9k16;9k18;9k14;9k13;9k12;9k11;9k15
A0A0D3B6N5	9evs;9gyt
A0A0D3B978	9gyt
A0A0D3BFS0	9evs;9gyt
A0A0D3BFU2	9evs;9evt;9gyt
A0A0D3BIE3	9gyt
A0A0D3BK40	9gyt
A0A0D3BM42	9evs
A0A0D3BZZ8	9k17;9k18;9k14;9k15;9k13;9k12;9k11;9k16;9k19;8him;8hil
A0A0D3C0Z4	9evt;9gyt
A0A0D3C6J2	9evs
A0A0D3CAV8	9gyt;9evt
A0A0D3CHA1	9gyt;9evs;9evt
A0A0D3CIR5	9gyt;9evs;9evt
A0A0D3CKG1	9gyt;9evs
A0A0D3CN01	9gyt;9evs;9evt
A0A0D3CYN0	9evt
A0A0D3D0H7	9evs
A0A0D3D1F0	9evt;9gyt;9evs
A0A0D3D1Z7	9evt;9gyt;9evs
A0A0D3D316	9gyt
A0A0D3D418	9k16;9k11;9k19;9k15;9k14;8hil;9k12;9k17;9k18;8him;9k13
A0A0D3D6U6	9evs
A0A0D3D9E7	9gyt
A0A0D3DC57	9evs
A0A0D3DCH7	9gyt
A0A0D3DCJ8	9evt
A0A0D3DDW7	9gyt
A0A0D3DS91	8hil;9k12;9k18;9k17;8him;9k13;9k15;9k19;9k14;9k11;9k16
A0A0D3DTU3	9k13;9k11;9k12;8hil;9k17;9k16;9k19;9k18;9k15;9k14
A0A0D3DUD8	9k16;9k11;9k19;9k15;9k12;9k17;9k13;8hil;9k14;8him;9k18
A0A0D3DUE5	9evs;9gyt
A0A0D3EB87	9evs
A0A0D3IGB8	9uen
A0A0D3IMI1	9uen
A0A0D3JQR4	9uen
A0A0D3JRC1	9uen
A0A0D3KKH7	9uen
A0A0D3LZV1	8gv5
A0A0D3MU51	6g13
A0A0D3QGV4	9rt2;9rt4;9rsu;9rsm
A0A0D3QL44	8r6x
A0A0D3QR49	9t6z
A0A0D3RJT7	5ojy;5ojx
A0A0D4BSW3	6h3x
A0A0D4CHI5	8rh1;8rh2
A0A0D4D698	8zrr;8zre;8zrh
A0A0D4WTP2	7ux8;7ux7;7ux6
A0A0D4WV12	4q6x;9ozs;9ozo;9die
A0A0D5NT23	7f5w
A0A0D5X2Y8	9qep;6r45
A0A0D5YC82	5cm7;6mfm;5dd7
A0A0D5YCX7	5vaw
A0A0D5YE19	5eo6
A0A0D5YEC3	4ziy
A0A0D5YFP2	5udf
A0A0D5YFQ2	9cdu;9cdv
A0A0D5YGK2	6et6
A0A0D5YGN4	9ozg;9oze;9ozf
A0A0D5YHJ0	8g9m
A0A0D5YHQ6	9uft;9ufw;9ufv;9ufz;9ufb
A0A0D5YHU7	6acs
A0A0D5YI36	5dl8
A0A0D5YK08	6nds
A0A0D5YKJ7	5urb
A0A0D5YKR4	5dl7
A0A0D6CBA8	5zv9;5zvc
A0A0D6E1D0	9k7v
A0A0D6E1D6	9k7v
A0A0D6E1E6	9k7v
A0A0D6E2L8	6igz
A0A0D6FFE3	7f18;7f17
A0A0D6FLB3	7nvg
A0A0D6FLD2	7nvg
A0A0D6FLN2	7nvg
A0A0D6FXK4	9v9d;9v9m;9v9f
A0A0D6GBX6	7n8y
A0A0D6GIC9	7nvg
A0A0D6GJV1	9axe;7kaz;7kav;8ur6;8ur8;7kax;7kaw;8ur3;7kay
A0A0D6GKK7	7nvg
A0A0D6H805	4p05;4p06;4p07;4p04
A0A0D6H967	6gyz
A0A0D6HIR7	7o4o;7o4n;7o4m
A0A0D6HT57	8ghh;8ghi
A0A0D6HUA0	4wac;4wad
A0A0D6I3Y9	8i09;8i06;7e3y;8i04
A0A0D6IF67	6a09;6a02;6a07
A0A0D6IV69	6din
A0A0D6JKM4	7dib
A0A0D6K978	9rup
A0A0D7C0Q9	8co2
A0A0D7C2L1	5cze
A0A0D7C3R7	5h5y
A0A0D7LNR8	9uuh
A0A0D7LY80	5yss
A0A0D8G707	5ws4;5gko
A0A0D8JSK0	5b8i
A0A0D8VEJ4	2mi2
A0A0D8X5U2	9o5l;9o4h;9o3z;9o3o;9o4r
A0A0D9QXW2	9h8t
A0A0D9R493	9h8t
A0A0D9R8S7	9h8t
A0A0D9RB67	9h8t
A0A0D9RBI8	3x0g
A0A0D9RJ49	9h8t
A0A0D9RML3	9h8t
A0A0D9RSN1	9h8t
A0A0D9S602	9ru8
A0A0D9S9I7	9h8t
A0A0D9Z3K8	6brt
A0A0E0G1W2	20zq
A0A0E0HFN0	8q16
A0A0E0IIA9	7xpk
A0A0E0SJJ3	9n3u
A0A0E0UT28	5vw1
A0A0E0XV41	6q97
A0A0E0Y7A2	4jkr
A0A0E1A1J3	9j1k
A0A0E1EIJ0	6m6t
A0A0E1FP33	8iq8
A0A0E1NKQ3	2mn2
A0A0E1NWS3	3nu1
A0A0E1X975	8qe9
A0A0E1XLJ5	5x1x
A0A0E2AWB8	8wen
A0A0E2IV13	6xpi;6xpk;6xpl;6xpj;6xph
A0A0E2KXL3	9o2y;11dg;11gg;8vwq;9pih;9cg7;9y79;11el;9o2x;9mkk;8vv4;9pij;9pii;9cg6;9cg5;11bq;11fv;9ax7
A0A0E2KZD0	8vup;10qm;9ax8
A0A0E2L017	8uqp;9ax7;10qm;9cg6;9cg5;8ur0;11gg;8urh;8uri;8ury;8uqm;9mkk;8vv4;9cg7;8upr;8uql;9ax8;9o2y;9pij;9pih;8urx;6orl;9pii;8vup;8upo;9o2x;8vwq;9y79
A0A0E2L2J1	11bq;8vv4;9o2x;11dg;9mkk;9pij;9cg5;9cg6;9y79;11el;9o2y;9pii;9ax7;8vwq;9pih;11gg;9cg7;11fv
A0A0E2LR73	9i5t;9i5v
A0A0E2ZLL8	28nt;9sda;9t6h
A0A0E3CPJ0	6j98
A0A0E3D3H8	7cfj;7f87
A0A0E3EAD6	8gpj
A0A0E3EAY4	8gpg
A0A0E3ELC2	7tlx
A0A0E3GLN3	5a24
A0A0E3GTJ4	5n35;5n41
A0A0E3J9R6	6hiv
A0A0E3JFL0	9p1v
A0A0E3JLZ0	5ydm;5ydl;5yda
A0A0E3K9N8	5itm;5itj
A0A0E3KV21	8zfh
A0A0E3KX28	9up4;9up3
A0A0E3LP72	6qgt;6qgr;6qii
A0A0E3MJI1	5jpq
A0A0E3N825	8e7c
A0A0E3QWH3	6qgt;6qii;6qgr
A0A0E3QYL7	6qgt;6qgr;6qii
A0A0E3SVE7	6ppc
A0A0E3SXU7	6uh6;9rii;6uh7;6uh1;9rih;9rig
A0A0E3U229	8yzi;8r9y;8r9z
A0A0E3U2U0	5zz8
A0A0E3UPZ3	7d6m
A0A0E3URV8	5nci;5ncj;5nch
A0A0E3UX01	8c50
A0A0E3VZU8	5n2u
A0A0E3W010	5aqd;5fvb;5nb4;5nb3
A0A0E3X1L2	9clm
A0A0E3X5I8	5zus;5zv5;5zv7
A0A0E3ZJD7	6xfr
A0A0E4AYE7	7dmn;7e5t;7e22
A0A0E4B1P1	5lkk;5f4o;5lkc;5lkg
A0A0E4B213	6p4b;6p4a;6p4c
A0A0E4B366	5tr8
A0A0E4G455	5nb3;5aqd;5nb4;5fvb
A0A0E7KI02	7zcv
A0A0E7XN74	7b0k
A0A0E8D8H5	9ph2
A0A0E8DFW5	9e3h;9e3j;9e3l;9e3k
A0A0E8V6Y3	9d30;9d2z
A0A0E9MUN5	8j52;8j50;8j51
A0A0E9NAT8	5jxt
A0A0F0AZW0	6ugl
A0A0F0G8G2	7tdp;7tfb;7tfd;7tfa
A0A0F1AUC4	9o2y;9ax7;9o2x;9cg5;9pij;11el;9cg7;9cg6;9pii;9pih
A0A0F3V1L6	9y9c
A0A0F4JF04	8q6x;8q6y
A0A0F4KU40	8p1r;8p1s
A0A0F4VK59	7mjf;7loy;7lvl;8gek
A0A0F4XRB2	7u6h
A0A0F4YFS6	6unv
A0A0F4Z128	8k3g
A0A0F5HNH9	6n63
A0A0F5HPP7	7mh2;6nj8;8rvj
A0A0F5I5V4	6nvy
A0A0F6AK91	1z82
A0A0F6AQU1	5jjc;5jis
A0A0F6AR69	4hzd;4hzc
A0A0F6AUT4	9rc4
A0A0F6AW83	4ew7
A0A0F6AWM7	4g2p
A0A0F6AY66	6ie8;7n4w;3vvy;3vvz;3vvx;6ie9;3vw1;9low;3vw0;3vw2
A0A0F6AZI6	6ggo;6ggr
A0A0F6AZN3	5ves;4erh
A0A0F6AZQ4	1k3s
A0A0F6B070	5e3v
A0A0F6B1U8	4exk
A0A0F6B221	4eru
A0A0F6B249	9l6b
A0A0F6B281	4p7b
A0A0F6B4U8	4iqn
A0A0F6B549	9oik;9oij
A0A0F6B5X3	7ak9;7zg5
A0A0F6B5X4	7zg5;7ak9;6g96
A0A0F6B8D8	5fvj;7ak8
A0A0F6B8D9	7zg6;7ak8
A0A0F6BAH8	7ak7
A0A0F6BAH9	7ak7
A0A0F6C2F5	3x2r;4q79
A0A0F6CKR5	2ndp
A0A0F6MV26	8i12
A0A0F6N4U7	6kwl;6kwk
A0A0F6NFW5	6zxs;6yac;6zoo;6yez
A0A0F6NGI2	5l8r;6zoo;7dkz;6zxs;6yac;6yez
A0A0F6P2I5	9h16;9h17;5fdh;9h18
A0A0F6P8M8	9uod
A0A0F6PP03	9rbr;9rbq
A0A0F6R9G3	7m5i
A0A0F6SD02	5fi5;5fi3
A0A0F6T703	7c9w;7c9u;7cmk;7c9t;7c9v;7c81;7c9s;7c80
A0A0F6VXX1	22zv
A0A0F6YEF6	5hdo
A0A0F7CMZ4	9v4h;9v4i;9v4g;9v4j
A0A0F7IPS1	7od0
A0A0F7J3Q3	6xrr
A0A0F7J5J2	7nvg
A0A0F7J5J5	7nvg
A0A0F7J7J8	7nvg;6r69
A0A0F7J820	7nvg
A0A0F7J874	7n8y
A0A0F7J893	7nvg
A0A0F7J8S0	5zwa;5zwb;5zw9
A0A0F7KYQ8	9f0q;9f0s;9f0p;8y4i;9c5p;7uya;8y4m;7uyc;7uyb;9f0r;9cv1;8y4k
A0A0F7LMQ4	9gm8;7nz2;7nyx;7nz4;9gm6;7nyz;7nz3;9gm7;9gm9;7nz0;7nyy;7nyw
A0A0F7LPV6	7nz0;7nyz;9gm9;9gm8;9gm7;9gm6;7nz3;7nyy;7nyx;7nz4;7nz2;7nyw
A0A0F7LRY2	9gm8;9gm9;7nz0;7nyx;7nz2;7nz3;7nyw;7nz4;7nyy;7nyz;9gm7;9gm6
A0A0F7LUV5	7nz3;7nz0;7nz2;7nyz;7nyw;7nyx
A0A0F7PV22	5gt1
A0A0F7Q1W1	8a8n
A0A0F7R1P3	6awn;6awq;4nja;6awo;6awp
A0A0F7R2R9	9l8h;6m01
A0A0F7R5U8	6awp;6c5h;6awo;6awn;6c5j;6c5k;6c5i;6awq
A0A0F7R6D6	4xpp;4xpo;4xpq;4xps;4xpr
A0A0F7R6G7	6m01;9l8h;8yyq;7dq6;8yyr;7dq5
A0A0F7UNZ9	9hqv
A0A0F7UUA6	6bfa
A0A0F7UXI8	5xxu
A0A0F7UYM7	5xxu
A0A0F7UZ05	6tj5;6tj6
A0A0F7V439	9g6k
A0A0F7V869	9g6k;9i05
A0A0F7V8B2	5j3u
A0A0F7VBC6	6t69;6t6q
A0A0F7VBJ0	9hqv;9fia
A0A0F7VRL1	2n5c
A0A0F7YZQ7	8f04
A0A0F8IEL4	6opm
A0A0F8NYV9	5t6r;28qn
A0A0F8R9A0	7cas;7car;7cc3;7cav;7caq
A0A0F8V8L2	5yee;5yed
A0A0F8XMN8	5zzb
A0A0F9XHQ5	5w0a
A0A0F9XM91	5jbo
A0A0F9ZQA8	5jbk
A0A0G1X6V3	8avn;8avk
A0A0G1XU35	7o92;7o97
A0A0G2JEB6	9ijj
A0A0G2JF94	5m01;5m00;5m02
A0A0G2JFA3	4mxq;4mvb;4n0c;4n5e
A0A0G2JG46	4zak
A0A0G2JMB4	6cqn
A0A0G2JPD3	8xg2;8xfz;8xes;8xkc
A0A0G2JU28	9rnh
A0A0G2JZC4	7y4q;7y4o
A0A0G2JZJ1	6epe;6epf;6epd;6epc
A0A0G2JZW1	6oor
A0A0G2K1E2	8oxz
A0A0G2K8Z9	7d8v;5zbs;6a1z;6a20;5zbr
A0A0G2K9J2	7uzf;7uzj;7uzh
A0A0G2K9W7	8jut;8juu;8jxg
A0A0G2KTI4	9pie;6npj;9pif;8fhq;8fhp;6npl;9pig;8fhr;6npk;6nph
A0A0G2LB96	3pqy;7n5c;7n4k;7n5p
A0A0G2Q8L7	3lgj
